サラサラ,ニタニタ,キラキラ,イライラ,ギラギラ,ダラダラ,フワフワ,ガチャガチャ
['\u3000長く豊かな髪が小首をかしげるとサラサラと肩をすべり、そのかすかな芳香が私の鼻をかすめていきます。\n'],['\u3000ニタニタと笑いながら、私にそっと語りかけていたのです。\n'],['\u3000キラキラと目を輝かせて続けます。\n'],['\u3000と、彼は私の返事も待たないまま発進しました。少しイライラしながら車に乗り込み、私も後を追います。\n'],['「そこまでじゃないけど。もっと野性的でギラギラしてる人だと思っていたから」\n'],['\u3000ひとつのことに夢中になっている彼女と、ちょっとした友人関係のもつれでダラダラと時間を摩耗している自分。\n'],['\u3000どこかフワフワとしていると言うか、浮かれているような……。\n'],['\u3000プレハブに行ったとき、彼はバイクの横に座り込み、エンジンの部分をガチャガチャといじっていました。\n']
