すっかり,すること,しながら,ぴーすや,かったた,こうから,ずかしく,たってく,がたかっ,しないが,つけたか,からさら,たらしく,がやとく,だったか,めちゃくちゃ,じたばた,しくくら
1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
