ブルブル,ガタガタ
"['ただ私は気が小さいので素で怖いです。ガタガタブルブル。\n', 'とても嬉しいのですが正直怖いです。ガタガタブルブル。\n']","['ただ私は気が小さいので素で怖いです。ガタガタブルブル。\n', 'とても嬉しいのですが正直怖いです。ガタガタブルブル。\n']"
