ハッキリ,コントロ,トップク,キーワー,サングラ,ガッチリ,スッキリ,スカウト,バキボキ,ハッピー,ボクサー,チューグラ,ゴミクラ,ワーアップ,バッチリ,ランパー,ヒーカッ,ブルワー,クッキー,カットボ,スーパー,フルオー,ガラクタ,クスゲー,パープル,パラメー,コウモリ,カチコチ,グチャグチ,ランサー,ブーメラ,ガッカリ,ハラドキ,ブラジャー,パタダッ,ゴキブリ,コンパク,サンドバ,プルジュー
33,6,2,1,1,1,1,11,2,4,1,1,1,1,1,1,2,1,1,3,10,1,7,1,3,2,1,1,1,8,2,3,3,2,2,2,1,1,1
