からいじ,すること,じめのた,ことだっ,うとしな,てくのろ,じめのし,あはくら,さらはた,ぐちゃぐち,らんくに,はっきり,うだから,しながら,こしてく,たったら,にたくさ,さらもり,からかっ,ぼくのこ,よろしく,くださー,さっそく,ぶりから,もそうだ,がたくさ,うしたら,しなかっ,ざわつい,ころだっ,もそうは,ぱっちり,いらつい,わしたど,さらはき,からこそ,びくしな,くらすか,あはぶら,さったら,わなかっ,おいたか,からくら,どきこう,ひたすら,いじめら,はらじみ,ひっぱら,ぶらじゃー,うとする,がぼくに,どきびく,へたする,しくする,つるだっ,けたこと,じめから,だったか,だったら,めたころ,いじめた,からぼく,ことすら,ことしな,めちゃくちゃ,もわから,もりだっ,さらがみ,あはびく,ぺっとく,あはいじ,たっぷり,あはたぶ,ぶつけら,さらだっ,とっくに,ことだら,うところ,さらもそ,ふっくら
2,9,3,3,1,1,1,4,1,1,1,3,2,4,1,1,1,1,1,2,6,1,3,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,17,1,1,1,1,1,1,1,1,1,2,2,3,3,1,2,1,1,1,1,3,6,1,1,1,1,3,2,1,1,1,1,1,1,1
