ペットボ,ハッキリ,カラガミ,コントロ,トップク,ワーガミ,ランボー,サングラ,トクサン,ランペッ,ガッチリ,フルスイ,スカウト,コウノコ,ヨロシク,ケッコン,コンスタ,ワイトボ,バックネ,カットボ,スーパー,スクリュー,オードブ,バックス,グチャグチ,グスピー,メージト,ヘッドバ,ビカメラ,バットコ,モワカッ,サンキュー,ケットボ,コンパク,ノーワイ,ポッカリ,タカカッ
3,1,1,6,2,1,7,1,8,2,4,1,7,1,2,1,1,1,2,4,1,1,1,2,1,1,2,1,2,1,1,2,6,1,5,1,1
