ペットボ,ペッパー,サーカス,カタコト,トロノー,ワーハラ,フルコン,ズルフラ,ガランガラ,キログラ,ジタバタ,コントロ,ズタボロ,トップク,カップラ,クラサク,タカタッ,ワイイラ,ブラザー,ボーカキ,スッゲー,サングラ,ランペッ,バリサク,ガタゴト,サクラン,ヒーチョコ,ハッピー,チョコパフ,ボクサー,カップル,パフスー,サックス,コンクー,バッチリ,ヒーカッ,ケッコン,クッキー,コンプラ,プラノサ,ワイトボ,スーパー,ランクダ,ノコギリ,コンチク,パープル,マジムカ,パーカッ,カラフル,スーダラ,オーラン,ダッフル,メチャクチャ,プリクラ,ガッカリ,メージト,ズルゲー,ブツクサ,ノープラ,スーツケ,コンバッ,サッパリ,ガチャガチ,ブラジャー,ナミクス,ビクオド,プルタブ,ケットボ,コンパク,カタブツ,トップス,ブルヘッ,メープル,サンブル,トッパー,ピリオド,コンサー,ビシバシ,ドサクサ,ドタバタ,ポップス
5,1,1,3,16,1,3,1,1,2,1,1,1,4,3,1,1,1,3,1,5,3,405,3,1,3,2,2,1,1,2,1,149,404,1,2,2,19,1,1,5,8,2,1,1,11,1,11,2,3,4,1,2,11,1,1,2,1,1,1,2,6,3,3,1,1,2,2,1,3,2,1,2,7,2,1,111,3,2,5,6
