サンフラ,ペットボ,ニタワー,コンピュー,キログラ,スタクラ,コントロ,ブルカッ,バッグタ,ランボー,キーワー,スッキリ,ハッピー,チューブチ,ブラウザ,カップル,ノロジー,コンクー,キーボー,パークラ,ノーコン,シャッフル,ワーバラ,ランコン,クラスタ,スーパー,サンゴク,ノコギリ,ゲーオタ,サバラン,オートロ,プルトッ,スクトッ,ツイスタ,カラフル,ピーガラ,グチャグチ,プリクラ,ブルメー,ブランドバ,トロベリ,ゴキブリ,パーテク,ノータッ
1,2,1,2,1,6,11,1,2,1,6,4,4,2,5,2,1,7,1,1,1,1,3,1,1,3,1,1,1,1,2,3,3,2,1,1,1,1,2,1,1,1,1,1
