すっかり,すること,ことだっ,うとしな,とーすた,どやわな,しながら,ことから,ずかしく,がりなよ,ころから,ついさっ,いらつい,とってく,わなかっ,がりだっ,ぶーめら,からこん,ひたすら,ころへと,ことくら,うとする,はっぴー,かすから,きらめた,ふさわし,くっきり,いがしな,もりだっ,にたがっ,たらすか,ついてく,とっくに,ひくつか
1,3,1,3,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,5,2,1,1,1,1,1,2,1,1,1,2,1
