キラトー,ペットボ,スッゴク,カップル,バッチリ,クッキー,ワイトボ,スーパー,コロンコロ,カラフル,ウルフカ,クラサバ,サッパリ,クラバッ,ドサクサ,ポップス
1,2,1,3,2,17,1,1,1,1,1,6,1,3,1,1
