すること,ことだっ,ばっかり,みしめた,しながら,せかけた,かったっ,ひらごと,ずかしく,ばしてく,ぶつかっ,すーぱー,わなかっ,てかかり,さーがつ,いそうだ,もそもこ,たかぶり,びくつか,うとする,さんから,だったか,きーぼー,うところ,かったか,がぶつか
1,1,1,3,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1
