キリギリ,コントロ,トップク,ドサウザ,ムシチュー,グリモワ,ハッピー,ウロボロ,カップル,クーキー,クッキー,サンプル,スクラン,ブリゴロ,オーパー,ガラクタ,クラムチ,ツーピー,ジリスク,コウモリ,オートク,ガサゴソ,ブルメー,ピースタ,トップラ
2,2,1,1,1,1,1,1,1,1,60,1,2,1,1,1,3,1,1,2,1,1,2,1,1
