ピチャピチ,コンガチャ,ブランブラ,ガッチリ,バッサー,スカウト,キーパー,スッポカ,ワーアップ,パッチリ,バッチリ,ブラコン,ゴロンゴロ,ガッタンガッ,バックス,スクトッ,ピチャガラ,カラフル,ポッカポ,ブーメラ,モロコシ
5,1,1,3,1,1,1,1,1,1,5,3,2,2,2,2,1,1,1,2,2
