おろおろ,やいやい,じろじろ,ぶらぶら,ぎりぎり,わくわく,ぷるぷる,どきどき,きょろきょろ,はらはら,じりじり,にやにや,こくこく,こそこそ,ころころ,おいおい,ふかふか
['\u3000おろおろとする彼を見て、おーろはぷっと吹き出した。\n'],['「いやいやいや」\n'],['\u3000りーゔぉりはじろじろと彼のことをながめ、鼻で笑う。\n'],['\u3000王女の問いにゔぇるでは左手をぶらぶら動かして見せた。\n'],['\u3000ゔぇるでは叫びたくなったのをぎりぎりのところで耐えた。\n'],"['\u3000きっと見たこともない食べ物が出るのだろうと想像し、わくわくする。\n', '\u3000わくわくした様子で話す彼をぺすかは頼もしそうに見る。\n']",['\u3000内容とは裏腹に、顔は怒りで紅潮していて、体はぷるぷると震えていた。\n'],"['\u3000衣ずれの音が聞こえ、ゔぇるではどきどきさせられる。\n', '\u3000彼は美人の顔が間近になるという現象にどきどきしながら答える。\n']",['\u3000ゔぇるではあまりきょろきょろしないように、強く自分に言い聞かせる必要があった。\n'],['\u3000彼女は王女が負け戦を始めるのではとはらはらしていた。\n'],['\u3000彼はじりじりと近寄ってくる。\n'],['\u3000……らすとら王子たちはそう確信し、にやにやと笑う。\n'],['\u3000仕方なく彼が言うと、おーろとぺすかはこくこくとうなずく。\n'],['\u3000人の目を盗むようにこそこそとしていたのは当然だろう。\n'],['\u3000おーろは本気にせず、ころころと笑う。\n'],['「おいおい。さすがに舐めすぎじゃないか？\u3000それとも何も知らないのか？\u3000こいつをぶつけたら、人間の頭を砕くくらい簡単なんだぞ」\n'],['\u3000べっどは大きくしーつは清潔だし、布団はふかふかである。\n']
