キラキラ,ニヤニヤ,ワイワイ,ニコニコ
"['「うん！なんかいつもより目がキラキラしてるよ」\n', '\u3000吉原はいかにも今風のイケメンといった容姿が完全に紳士服にマッチしている。いつものキラキラスマイル（笑）もよく似合っており女性からの受けはめちゃめちゃ良さそうだ。なんだかムカつくが。\n']",['\u3000そう言いながら二人がニヤニヤしながら私の方を見てくる。どうやらこれは私がリーダーをやるしかない様だ。しかし、意識は昔の自分のままだから自分が綺麗って言われてもなんだか他人事だなぁ、と咲は思った。\n'],['\u3000利奈は口数も少なく自分の世界にこもりがちな美樹と違い明るくて誰とでも分け隔てなく接するタイプの子だ。決してメジャーとは言えない科学部に入部し美樹と仲良くなっているのが美樹自身にはよくわかっていない。もっと人気のありそうな部活動に所属して友達たちとワイワイ部活動をやっているほうがしっくりくる。しかし人というのは他人から見たら何を考えているか本人以外にはわからないので美樹は何か理由があるんだろうなと思いながらあえてたずねたりすることはしない。\n'],['「うん。だってなんかニコニコしてるし」\n']
