サバザック,スッポリ,ハッキリ,スタグラ,カステラ,サングラ,ガッチリ,スッキリ,カップル,ケッコン,カッチリ,スーパー,プルトロ,ランコロン,スクトッ,ガッカリ,コンサー,ドサクサ,クッキリ
1,2,1,1,1,6,1,1,1,1,2,3,1,3,1,1,2,1,1
