すること,ことする,ことだっ,いがする,かったじ,さんすご,からよろ,はきつい,すごかっ,すっきり,たったら,こうぜー,ぴりおど,かったっ,どーする,ずかしく,よろしく,ぐっぱー,つけてく,からぼー,しとこう,ぐーぱー,からこそ,ぷりだっ,くらすか,どたくさ,わなかっ,ついから,きーわー,がってく,ぐりぐー,うとする,ずかいが,さーかす,ちらこそ,かったら,さんから,もやめた,するから,だったか,ついにや,がっはっ,だったら,がさくら,ずっとこ,とったら,からさっ,めちゃくちゃ,きーぱー,くすだっ,ぶりのこ,かったか
4,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,9,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,3,6,1,2,1,1,1,1,1,8,3,1,1,2
