ガタガタ,バシバシ
['\u3000そろそろ娘に社交界デビューをさせようか？それで本人が満足するのであれば…と夫人が考えていると、街へ向けて急ぐ馬車が突然ガタガタと大きく揺れ乗っていた二人は椅子から転げ落ちそうになった。'],['\u3000すっかりご機嫌ななめになったソフィアはクッションをバシバシと叩き八つ当りしはじめた。']
