ジロジロ,コソコソ,グシャグシャ,パタパタ,コリコリ,ニコニコ
"['\u3000お母さんが挨拶しても、ソファに座ったままジロジロと愛想なく見つめている。\n', '\u3000ヨネ婆さんは、そんな僕達を値踏みするようにジロジロ見ている。\n']","['\u3000僕も二人に合わせて秘密の話をするように、コソコソと今日の約束を取り決めた。\n', '\u3000目を輝かせるお母さんを見て、僕とお父さんはキッチンに背を向けてしゃがみ込むと、お互いにコソコソと箸を出して取り替えた。\n', '「二人共、なにコソコソ話してるの？」\n']","['「ケ、ケーキはちょっとグシャグシャだけど食べられるわよ、心配ないわ」\n', '「ごめんね、ユヒくん。せっかくくれたプレゼントをグシャグシャにして……」\n']",['\u3000お母さんはパタパタとキッチンに戻っていく。\n'],['\u3000コリコリ言わせながら食べると、丁度いい酸っぱさで本当に美味しかった。\n'],['\u3000お父さんは靴を脱ぎながら、もうニコニコ顔だ。\n']
