かったか,からよろ,がたくさ,からだっ,すらつけ,おいくら,にこちら,ことだっ,だったか
['\u3000当時はそれが真実かどうか確証はなかった。その時のお母様は夜会帰りなのに体中にあるこーるの匂いを纏っていて、正気を保っているようには思えなかったからだ。'],['「夫婦としてこれからよろしくお願いします」'],['\u3000その奥から一人の、帽子を被った男がたくさんの使用人を引き連れてやってくる。'],['\u3000そう躊躇なく聞けたのはこれ以上情報が増えたところで私が傷つくことはないだろうと思ったからだった。'],['\u3000お父様の背後から出て来た無表情の顔は淡々と、抑揚すらつけずに言い放った。'],['「『わたし』はおいくらかしら？」'],['「三倍、ですか。わかりました。すぐに用意させましょう。その代わりあなたにはすぐにこちらに来ていただきます」'],['\u3000お母様に呆れられようとも見捨てられようとも私にとってはなんてことなかったがお姉様にとってそれは絶対にあってはならないことだった。'],['\u3000純情な人だったから余計に。']
