ドキドキ,チリチリ,ザクザク,キラキラ,ネバネバ,バシバシ,バリバリ,ギリギリ
['どんなスープなのか、今からドキドキしてきた。\n'],['チリチリチリ。\n'],['しゅるん。ザクザク。\n'],['キラキラした瞳で女の子エルフが見上げてくる。\n'],['木で出来たボウルの様な器に、大麦のごはんの上に緑の野菜と白いネバネバ。\n'],['レシピじっくりと読んだだけで、この料理のすごさがバシバシ分かる。\n'],['敵愾心バリバリでおっさんエルフが答える。\n'],['ギリギリセーフだ。\n']
