ペットボ,スッポリ,ワクワイ,タタタッ,ハッキリ,バタフラ,ジタバタ,コントロ,ボロカス,トップク,カステラ,カップラ,パットー,ブラザー,ホットコ,サングラ,ガッチリ,スッキリ,フルスイ,スカウト,キーパー,ボクサー,カップル,ガッコン,ダダダッ,ツートッ,キーボー,パッチリ,シャッフル,バッチリ,フラワー,ヒーカッ,クラブチ,トースタ,コツサッ,クッキー,コンスタ,ワイトボ,カッチリ,ワイドシ,サンプル,スーパー,ポッコリ,パキスタ,バックス,カラフル,ダッフル,タジスタ,ポッキー,ガッカリ,フットボ,スーツケ,サッパリ,ガチャガチ,ビカメラ,スカスー,ブラジャー,タッパー,サンキュー,ケットボ,ゴキブリ,ピーチク,コンパク,トップス,コンプリ,ビシバシ,ポッカリ,サブグラ
1,1,2,1,3,2,1,8,4,1,6,1,1,2,1,2,16,18,1,43,133,1,11,1,1,5,4,3,4,1,2,3,9,2,1,14,1,7,2,1,1,20,1,1,5,2,1,2,2,12,14,10,7,1,3,2,4,3,4,1,1,1,1,5,1,1,2,4
