すること,ことだっ,だったた,にこちら,しながら,はきつい,からだっ,なようだ,きりだっ,かったら,だったか,ぶつけた,わくする,うところ,からしば
2,2,1,1,2,1,3,1,1,1,2,1,1,1,1
