ペッパー,ガッコウ,ワーハラ,サングラ,チリペッ,クッキー,ワイトボ,スクラン,スーパー,マゴサン,テクノロ,ランプリ,ガッカリ,ノータッ,ムズアップ,ブリザー,ジタブル
1,1,1,1,1,20,4,1,21,4,1,1,1,1,2,1,1
