ペラペラ,ゴツゴツ,クシャクシャ,モゾモゾ,スースー
['\u3000椅子もないので、行儀は悪いがベッドに横たわりながら適当に本を1冊取ってペラペラとめくっていく。すると思いのほか面白い。少し読んだだけでもこの国は私が今までいた国とは大きく違うことがわかる。\n'],['\u3000彼に倣って私もそれへと手を伸ばす。ゴツゴツと頼りがいのあるその肌はほんのりと温かいような気がした。\n'],['\u3000今までとは違い、ひどく色の焼けた楽譜である。端々は破けたり、クシャクシャになってしまっているそれを私の前へと差し出した。\n'],['\u3000モゾモゾと彼の身体の隙間に身体を埋め込むと今までスースーと一定間隔で奏でられていた音が止まった。かと思うと無表情の顔が目の前に突き出される。\n'],['\u3000モゾモゾと彼の身体の隙間に身体を埋め込むと今までスースーと一定間隔で奏でられていた音が止まった。かと思うと無表情の顔が目の前に突き出される。\n']
