スッパリ,ペットボ,ハッキリ,バタフラ,コントロ,バックダ,サングラ,スッキリ,スカウト,パックダ,バッチリ,スーパー,ラントコ,ブチケッ,コンサー
1,1,4,2,1,46,1,3,8,1,8,1,9,1,4
