辛い
"['「あいつはたった一度だけ、過ちを犯したんだ。俺にとっても辛い記憶だ」\n', '結局、青年は最後まで謝り続けたのだが、それを被害者の遺族から無言で見られていたというのは、青年からすれば何より辛いことだったかもしれない。まだ、怒りをぶつけられた方が良かっただろう。\n', '「そんなに小さい子が手術をするというのは、辛いだろうし、怖いだろう。そんな時、お父さんからのぼーるがあったら、自分ならどれほど心強いか。そして、自分は悔しがったけど、母さんの判断はは間違っていなかった」と。\n', 'だが、待っていたのは恐ろしく孤独で、辛い日々だった。\n', '「まあ、そんな感じですね。一人で苦しむってのは予想以上に辛いもので、素直に誰かに頼れば良いのに、何故か身体が言う事を聞かないんですよね。迷宮の中にいるような感覚ですし、普通は途中で折れちゃうものですけど、私はぎりぎりのところで立ち直れたんで」\n', 'その時間は驚くほどに辛い時間だった。仲間も居なければ、相談する友達も居ない。\n', '正直、もうやめようと、隅田は本気で考えた。野球でいくら頑張ったとしても、活躍して一流選手になれたとしても、加奈子は居ない。喜びをわかちあう存在も居なければ、辛い時に支えてくれる人も居ない。\n']"
