すっかり,かりだっ,さんがり,さんすご,はっきり,うだから,にたくさ,すかずく,しくしな,こんがつ,ずかしく,おいたら,めらのし,しばかり,うしたら,ごしにこ,わなかっ,ひたすら,がつこう,もそもこ,まごすー,うとする,らんぷり,さんもこ,さんから,さんはき,だったか,めたぐら,もだから,てかずく,からたっ,とったら,さんがさ,からぎゅっ,めたから,たっぷり,ぶりだっ,からそわ,かったか
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2
