すっかり,すること,らんころ,きりぶつ,ばっかり,にこちら,ふわとろ,からよろ,いそうじ,しながら,がらもそ,ごろする,くすふる,しくしな,よろしく,ばしてく,からもわ,こんから,からぼー,こんもり,ぶつかっ,すーぱー,おいてく,げたこと,じゅーさー,ぷるじゅー,しくげー,からこん,とろぴか,からぶつ,うとする,さんがや,とーくに,ばっちり,かったら,さんから,するから,からぷり,だったか,だったら,こうかっ,ぶりにや,のーさん,からびか,するくら,もわから,からする,くすにちゃ,からこち,とっくに,がしたら
2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,4,1,3,2,1,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1
