すること,ことだっ,のめいが,ころうと,からよろ,しながら,にこのこ,くださっ,からだっ,くいから,のためら,しなかっ,からこそ,わなかっ,うとする,きりにこ,けたこと,ちかけた,もわから,うところ,からとく
2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1
