ペットボ,フルコン,ドーボク,サングラ,ガッチリ,スッキリ,スカウト,カップル,キーボー,バッチリ,スーパー,テクノロ,メチャクチャ,トロベリ,コンパク,コンプリ,ドタバタ
3,1,1,6,1,1,1,3,1,2,1,2,1,1,1,1,1
