カタコト,ドシャワー,コントロ,トップク,カタコン,スカウト,グスピリ,カップル,ワーアップ,ノーコン,ランクス,コンスタ,スーパー,パープル,ソロパー,ブーメラ,トロピカ,サンキュー,カタブツ
2,4,2,2,1,1,3,2,1,19,20,1,1,1,1,15,1,1,1
