ペットボ,ハッキリ,バックチャ,コントロ,ブルタッ,スカウト,キーパー,ヨロシク,メラスタ,スーパー,ウトプッ,ランサー,フットボ,ヘッドバ,ブルダッ
1,3,1,6,1,1,6,2,1,1,1,1,3,1,2
