すること,ばっくだ,でぶつか,すごいじ,くにこそ,がしてく,さんがり,からよろ,うだから,こんとろ,するなよ,かったっ,ことから,わーくだ,よろしく,すごくい,さっそく,さんきゅー,つらのた,もそうだ,がたくさ,ことぐら,とっぷら,からぼー,ぶるする,わなけら,ことはた,かっぷっ,ぶるたっ,はたくさ,からのー,たっすた,がってく,さんにこ,うとする,たらしく,ぽてさら,くらぶち,ちらこそ,かったら,ふさわし,だったか,だったら,あっぷする,じくさっ,ちらのろ,からすた,からとっ,きーぱー,がしばら,こんぐら,べろんべろ,うところ
14,1,1,1,1,1,1,1,1,4,2,2,3,1,17,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,7,2,1,4,1,1,2,1,1,1,1,1,2,1,1,1,2
