ぐりぐり,にやにや,ごてごて,そろそろ,うるうる,ぱらぱら
['\u3000その一国の王妃にしては狭い部屋で、えりざべーとは細い指でぐりぐりと眉間を揉みほぐした。いままで様々なことを我慢してきたが、今回のこれはその限界を超える要求であったのである。\n'],['\u3000こちらは更に怒気を強めたえりざべーとに驚く一同。今までこんなに感情を顕わにした王妃を見た者はいなかったのだ。だが騎士団長は堪えた様子もなくにやにやと笑いながら言い訳した。\n'],['\u3000ごてごてと花やふりるで飾り付けられた赤やぴんくのどれすたちの中で、一際目を引く薄緑色のしんぷるなでざいんを提案したとらる。それも当たり前だろう。彼のどれすは身につける人物が違ったのだから。\n'],['\u3000寒さに目覚めた国王は微かな違和感に隣の側妃を見た。こちらも寒そうにしているものの起きる気配はない。暖かい彼女に寄り添うようにしてもう一度眠ろうとするが、まるで暖房のついていない寒さにもう一度部屋を見回した。そしてこの時期ならそろそろ入っているはずの炭鉢が来ていないことに気付く。\n'],['\u3000大きな青い目にうるうると涙を溜める側妃が、まるで子供のように駄々をこねた。その隣で王子が「父上と母上のさそいをことわるとは、なんたるぶれいもの！」と喚き始めたので、宰相が二人を一時的に下がらせる。舞踏会の人が少なくなりすぎて席を立つに立てない国王は夫人を労うと早々に彼女を解放した。\n'],['\u3000さまざまな紙に書かれてあるものの、すべて辞表なのはすぐに判った。ぱらぱらとめくっていくと侍従長、侍女長、めいど長の辞表もある。ざっと百枚近くはあるだろうか。\n']
