ペットボ,スッポリ,ハッキリ,タップリ,ホッコリ,ジタバタ,コントロ,トップク,クラサク,ランカラ,ブルコン,ボーカラ,サングラ,ガッチリ,スッキリ,フルスイ,スカウト,ブランドロ,ブランケッ,カップル,スクドー,クスサン,コンクー,バッチリ,ブラコン,ヒーカッ,クッキー,ワイドシ,スーパー,ウロチョロ,スクトッ,ランドシ,グチャグチ,メチャクチャ,ガッカリ,サッパリ,ヒッキー,サーモジ,ピースタ,ガチャガチ,ギーチョコ,メープル,コンプリ,ノータッ,ビシバシ,ポッカリ,ムズアップ
2,1,1,1,1,2,1,4,2,1,1,1,4,1,4,1,1,1,1,1,3,1,3,5,5,1,8,3,5,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,2,1,1
