ぐりぐり,かさかさ,おずおず,わくわく,めきめき,はらはら,にこにこ,ふるふる,ぼろぼろ,まじまじ,ひょろひょろ
['\u3000そう聞けば、のあはぐりぐりと額を僕に押し付けた。'],['\u3000かさかさに乾いた唇が、微かに動いた。'],"['\u3000鳥人の雛はじっと僕の顔を見て、おずおずと花籠に手を伸ばした。僕はそのまま、花籠を渡すと、籠を胸に抱いて頭を深く下げた。', '\u3000のあはおずおずとあるものを僕に見せた。', '\u3000顔が熱くなる。僕はおずおずと左手を出した。薬指に金の指輪が通っていく。']",['\u3000黒い卵にひびが入る。僕らはそれをわくわくとして見つめる。'],['\u3000それからのあはめきめきと回復していった。ひょろひょろとした手足は相変わらずで、体は雲のように軽いけど、顔色はずいぶんと良くなって、自分で水浴びができるまになった。'],['\u3000のあははらはらと涙を流しながら、僕の手を取った。そして、痛そうに顔を歪めたと思ったら、のあの翼が背中から消えた。'],['\u3000のあはにこにこと笑って、羽根をばたつかせた。'],['\u3000のあはふるふると頭を振って、僕の茶色の髪を撫でる。'],['\u3000ぼろぼろの板の戸を開ける。平屋の小さな家。'],"['\u3000まじまじと見ていると、石を持った道化と目が合う。', '\u3000祖母はべっどに近づいて、まじまじと卵の殻を見た。そして大きくため息をつく。', '\u3000祖母が口をあんぐりと開けて、まじまじとのあを見た。']",['\u3000それからのあはめきめきと回復していった。ひょろひょろとした手足は相変わらずで、体は雲のように軽いけど、顔色はずいぶんと良くなって、自分で水浴びができるまになった。']
