すっかり,すること,かちんこち,だったっ,もたしな,わたしこ,くさねば,からざぶ,わたしな,へとひた,すっごく,おどけた,がちんがち,ぎらつい,しながら,いがかり,いらしく,けたから,ついくす,くださっ,ばっさば,とーさん,からだっ,ことから,こうから,よろしく,ついてか,しばかり,なようだ,ことごと,もそのた,しなかっ,でぶつけ,からこそ,がらげら,いがげら,からひく,へっどろ,わなかっ,のしがら,けたわた,ひたすら,いじめら,つけたた,いそうだ,やいくら,うとする,さんのた,たらしく,ことこそ,ばっちり,ぽっきり,かったら,さんから,がささく,するから,わたしと,だったか,こんくら,だったら,ぶつから,すっぽり,めちゃくちゃ,くつもり,からする,さんとげ,にやする,ぶつけた,ぎょろぎょ,かちゃかち,つけてか,かったか
1,9,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,2,2,5,1,1,1,2,2,1,1,1,1,1,1,1,6,1,2,1,1,1,1,1,1,2,4,8,2,3,1,1,1,1,1,1,1,1,2,1,1,1
