ブラザー,ツンデレ,チーズバ,コンクリ,チョコクリ,ピーカー,オンフラ,シーザー,ピンポン,グラウン,キーワー,ハッキリ,ペットボ,コンピュー,ワンクリ
1,1,1,1,1,2,1,1,1,1,2,2,3,1,6
