キューピッ,ワンピー,ブルカー,フラワー,コンパク,チンピラ,エンジン,ザーポイ,コックリ,カッテク,ハッピー,テクノロ,カードキ,タックス,グルマザ,コリゴリ,ツーリン,ビーカス,ブルドー,ビングル,タラコロ,キーワー,ワーポイ,ポツリポツ,リンピン,スーツケ,ワイドシ,シャンパン,スーパー,カラポリ,コンプラ,スクリーン
2,2,2,1,1,3,7,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,8,10,1,5,3
