ワイトボ,エンジン,スーパー,パーキン,グルメリ
"['\u3000報告を聞いた管理官はホワイトボードを見つめた。\n', '\u3000さらっと答えてから和泉は、ホワイトボードに貼ってある顔写真を見渡す。\n']","['\u3000いつになく焦った様子の人造人間は、運転席に乗り込むとエンジンキーを回す。\n', '\u3000わかりました、と彼女はエンジンをふかした。\n']","['\u3000これです、と少年がスーパーの買い物袋から取り出してみせたのはプロセスチーズ。\n', '\u3000一気にそれだけしゃべって、苦労人と思われるスーパーバイザーは息を吐き出した。\n', '\u3000海岸沿いには工場が立ち並び、大型電機店やスーパーがあり、それほど背の高くないマンションもぽつぽつと点在している。遺体が発見されたマンションは３階建ての瀟洒な建物で、一人暮らしの女性向けだという。\n', '\u3000差し出された名刺には『受注サービスセンタースーパーバイザー』の肩書があり、フルネームで富樫公一と記載があった。\n']",['\u3000乗ってきた車は少し歩いた場所のコインパーキングに停めてある。\n'],['「ああ、どこかで見たと思ったらケーブルテレビだ。広島市内の飲食店を巡ってグルメリポートをする仕事してましたね」\n']
