チンピラ,コンクリ,コテンパン,デコピン,ビーカー,ザーポイ,ピーカー,ハッピー,ガサゴソ,ワーシー,ガラクタ,ニタリン,ベロンベロ,ガチャガチ,ハッキリ,ポツリポツ,カチャカチ,コントロ,ヒーカッ,ゴロウト,ポーカー,ペットボ,ワイトボ,スーパー,スクリーン
1,4,2,1,14,6,7,1,4,2,2,10,1,6,13,1,1,2,2,8,1,1,4,1,1
