わなかっ,ぱんぷす,いらしく,くるから,えんじん,ぷーとく,たらぷー,からばた,からよろ,すーつけ,びーから,ぱっちり,つけてく,からちょこ,するから,まるから,だらこん,おいてく,のろびー,びしてか,ばたする,からこん,つけたら,もおばさ,からしっ,がーどさ,がさごそ,でこちら,つけてか,とこうか,からぞろ,もそうだ,うとしな,えんかっ,うようだ,くよそよ,くつもり,しなかっ,べとかた,さらしと,どしたら,ぶつけた,きしてく,かすから,うとする,かってく,ぽろんぽろ,ぶるぱん,くどころ,ひやする,うとるん,はたぶー,ぴんとく,きりしな,どきしな,からこそ,はきちん,いそうだ,はっきり,がらびー,かちこち,かったら,こんくり,のおばさ,からもお,かんから,ぺっとぼ,すーつや,ぴかのた,にやけた,よろしく,からんかっ,なようだ,こんばん,するなよ,げたかっ,しながら,すること,もやする,じゃんぱー,がたびし,うだから,すいから,くりする,ぶつかり,どたばた,ざわめき,しなくちゃ,しっかり,ごちゃごち
2,2,1,1,1,1,1,1,1,7,1,1,2,1,6,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,9,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,4,2,5,6,1,1,5,1,2,1,1,1,1,1,1,10,1,1,2,1,1,23,11,1,1,1,2,1,1,1,1,1,1,12,1
