クッキー,プリクラ,チンピラ,ツンデレ,コンクリ,ベンジン,エンジン,キャッスル,ジャンパー,ピッチン,マルボロ,パーリン,パッキン,カーチー,グラウン,コントロ,シャンプー,ワイドシ,ズタボロ,ペットボ,パーカー,スカジャン,テラシー,スーパー,バタフラ,ヨロシク
8,1,2,1,2,1,1,1,2,2,1,8,1,1,1,1,1,1,1,1,1,1,1,4,7,1
