ワンピー,カップル,コンパク,ツンデレ,リンピッ,エンジン,ハッピー,テクノロ,カードキ,ウロチョロ,クラシッ,マジシャン,カーペッ,グラウン,キーワー,チンパン,ハッキリ,シーズン,ドロボー,パラグラ,コントロ,シャンプー,バリトン,ポーカー,ワイドシ,ペットボ,パーカー,ブラウン,スーパー,チーズタ,バタフラ,バッタンバッタ
1,2,1,8,1,1,1,2,6,1,2,13,1,1,1,1,6,1,1,3,11,1,7,1,1,9,2,3,2,2,3,1
