ワンピー,スカウト,プリクラ,キンモク,チンピラ,ビングダ,エンジン,ピーカー,コンクー,ジャンパー,アップアー,クラシッ,ブラジャー,ピッキン,グラウン,ドタウン,シーズン,ビーシッ,ヒーカッ,ツーピー,ワイドシ,シャンパン,ブラウン,パンプス,グスカー,トロピカ
17,4,9,1,2,1,2,1,2,3,3,1,7,4,2,1,1,2,1,1,2,2,4,3,2,1
