しげしげ,ぐるぐる
['\u3000ゆうこさんは絵をしげしげと眺めると傾けたり、上下を反転させたりした。確かに彼女の言うとおり、あまり気分の良い絵ではないが、噂に聞いているように絵柄が変わる、ということは今のところ起きていない。'],['\u3000美術教師の机の上から土偶を取り出すとゆうこさんは、ぐるぐるとまわしてみせた。土偶は弥生時代に広く作られた素焼きの人型だ。複雑な模様が刻まれたものや顔に表情があるものまで多くの種類が見つかっている。いま、彼女が持っているのは教科書でよく見る遮光器土偶と呼ばれるものだ。']
