からひた,たらでか,くるから,ころから,ちんわー,おいてく,もそもお,けたとこ,がちゃでこ,ばらくす,がらうろ,てかわい,すかうと,たっふら,もそうだ,いじめら,せかけた,つやまる,するじゅー,うとはっ,うとする,すくから,しっくり,がらげろ,にこちら,ばたんばた,でかかっ,いそうだ,はっきり,かったら,ちまうん,うところ,からこっ,ゆるちー,きこもり,まじしゃん,よろしく,かったっ,しながら,すること,わーぷす,ひーりん,くらぐら,むくつけ,ぺっぱー,するちゅー,ちーはた,からわー,まるくら,ちらから,てくるん,わんばか,ことにこ,しっかり,もおさら
1,1,3,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,5,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,8,5,1,5,1,1,1,1,1,1,1,1,2,1,1,5,1
