わなかっ,とことん,すくめた,めたこん,しくとん,ちらこそ,ころから,つけてく,ごくしお,するから,ちらつか,うとしと,ことすら,てかから,からこん,つけたら,ぶりから,けらかん,すかうと,こっちか,するとこ,ぐらかす,かーこと,げたから,もそうだ,うとしな,うようだ,いじめら,しなかっ,ひくつか,ばたつか,たらいら,ぶつけた,ぴっきん,のおでこ,からかん,しとけば,たってく,うとする,ぽつりぽつ,ざーから,しっくり,かってく,からざわ,たらひん,くっきり,もそうね,でかかっ,からこそ,ちりじゃん,たっぷり,はっきり,かったら,がみこん,からする,はたじろ,ぺっとぼ,からこっ,くつつか,しなとこ,よろしく,かったっ,するなよ,しくぼり,しながら,にたじろ,すること,かりから,すらしな,こんとろ,たらしっ,てかめら,ことごと,とろうと,ぐらかさ,けたから,たらしく,ぶつかっ,がらぼや,ぎりでか,ぴんぽい,じりのた,くんびく,すかつか,するすべ,ばしてく,ざわめき,ひそめた,けたかっ,ちらから,わんばか,でかすか,しっかり,うとすれ
9,4,1,1,1,3,3,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,33,1,1,1,6,1,1,2,2,1,23,1,1,8,7,1,1,2,1,1,1,1,3,2,1,1,23,1,2,4,1,1,1,1,2,1,1,2,6,1,1,1,1,1,1,2,1,1,2,1,1,1,4,2,3,1
