そろそろ,とぼとぼ,くるくる,きょろきょろ
['\u3000おかげでみりーは開店休業で暇を持て余していた。依頼を記した台帳に顔をうずめるといんくの香りと一緒に紙の湿気った匂いがした。この季節はずれの雨が降り始めてもう五日目である。そろそろ晴れ間が来ないと台帳にかびが生えるのではないか、と彼女は不安になった。'],['\u3000神官たちは少し浮かない顔をしたが、すぐに頷くとみりーたちに宿が用意されていることを教えてくれた。とぼとぼと街を歩いていると様々な声がした。'],['\u3000みりーは腕を組むとくるくると三めーとるの範囲を歩いてみせる。それを導き様は黙って眺めている。'],"['\u3000すたんりーが泣き言を言っているとぎるどに足早にはいってくる男性がいた。年の頃は四十代で冒険者というよりは行商人という出で立ちであった。突然の来訪者にぎるどにいる冒険者たちの視線が男に集まる。彼は居心地悪そうにきょろきょろとあたりを見渡すと受付に座るみりーに慌てた声で言った。', '\u3000ねるそんは終始にわたってさいくろぷすの武勇を褒めたたえたが、当の彼女はすたんりーを片腕で抱きしめたまま港町を興味深そうにきょろきょろしている。すたんりーは、彼女の分厚い胸に抱かれて借りてきた猫のように大人しくなっている。みりーはその様子を微笑ましく眺めた。']"
