チョンテク,ワンピー,キーボー,カップル,コンクリ,エンジン,シナスタ,ピーカー,ハッピー,ボーリン,ピリオド,ガタンゴトン,グラウン,ワーポイ,ヒーリン,カチャカチ,コントロ,シャンプー,ヒーカッ,キンシッ,ワークス,スーツケ,ハードカ,ワイトボ,コンピュー,ブラウン,スーパー,ピンポイ,スクリーン
2,2,5,3,11,1,149,2,6,1,1,1,1,1,3,1,4,2,1,1,3,5,1,3,2,1,2,2,1
