クッキー,クッキン,ビーカー,ビーオイ,メリカン,コンクー,ハッピー,ワイトク,ガラスゴ,ビンカン,グラウン,ドングリ,ペットボ,コンピュー,スーパー,ピンポイ,ヨロシク
5,4,51,1,1,1,1,1,7,1,1,1,1,4,1,2,1
