からふら,しなくっ,にやたら,うとしな,たっぷり,がらおず,わいどし,けたじー
['\u3000肝心の部分を、中々話しだそうとしない犯人。都会からふらりとやって来た、探偵を名乗る宿泊客が先を促す。確か名前は、平等院鳳凰堂。明らかに偽名であろう。人を信用してなさそうな腫れぼったい目つき。ぱーま頭に、無精髭。よれよれのTしゃつに破けたじーんずという、見た目も明らかに安っぽくて怪しさ満点だ。'],['「何で我々が、わざわざそんなとこに移動しなくっちゃならないんだ！？」'],['\u3000平等院は颯爽とすまほを取り出すと、何やら何処かしらと連絡を取り始めた。先ほどから犯人にやたら熱い視線を送っていた中年男性が、それを咎めた。'],['\u3000肝心の部分を、中々話しだそうとしない犯人。都会からふらりとやって来た、探偵を名乗る宿泊客が先を促す。確か名前は、平等院鳳凰堂。明らかに偽名であろう。人を信用してなさそうな腫れぼったい目つき。ぱーま頭に、無精髭。よれよれのTしゃつに破けたじーんずという、見た目も明らかに安っぽくて怪しさ満点だ。'],['\u3000平等院が茶目っ気たっぷりに含み笑いを浮かべた。'],['\u3000顔を上げた犯人が戸惑った表情を浮かべた。観客達も同様である。観客の一人、犯人の妹が赤い目を擦りながらおずおずと探偵に尋ねた。'],['「そう。また事件なの。そ、また不倫。これじゃわいどしょーと変わんねえからさ。もっと訳わかんねえ、せんせーしょなるな奴無えかなって」'],['\u3000肝心の部分を、中々話しだそうとしない犯人。都会からふらりとやって来た、探偵を名乗る宿泊客が先を促す。確か名前は、平等院鳳凰堂。明らかに偽名であろう。人を信用してなさそうな腫れぼったい目つき。ぱーま頭に、無精髭。よれよれのTしゃつに破けたじーんずという、見た目も明らかに安っぽくて怪しさ満点だ。']
