ワークラ,ワンピー,キーボー,カップル,ピングビ,コンクリ,ジーパン,ムシャクシャ,ポーツカ,クスシー,プンテラ,シーズン,シャンプー,ペットボ,シャンパン,ワイトボ,スーパー,トンタッ
1,2,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,1
