クッキー,ワンピー,カンテラ,ジーパン,チンカー,ウンドス,シュークリ,グストン,ハッキリ,ポツリポツ,シャンプー,パシャパシ,ポーカー,ブラウン
17,1,3,1,1,18,6,25,9,1,1,1,1,7
