ブラザー,カーボー,ワンピー,ポージン,キーボー,カップル,クスクッ,フラワー,シャーペン,コンパク,ボーガン,ポリシー,チンピラ,ピーパー,リンピッ,コンクリ,エンジン,デコピン,チョコチッ,ピーカー,ゴーグル,チップス,メリカン,サバゲー,ドシングル,コンクー,リンボー,ハッピー,パッチン,ウマオイ,マルボロ,クラシッ,パーリン,ピリオド,キューコン,ヘラクラ,チョコブラ,ブルゴー,ブラジャー,ワイトク,カーペッ,ブルドー,タックル,キリギリ,ハラヘラ,グラウン,フラフー,シーグラ,カップリ,ブークッ,オンボロ,ジャングル,コントロ,シャンプー,ヒーカッ,キンシッ,ワイドシ,ドースイ,ペットボ,シャンパン,ベンハー,ワイトボ,ワードロ,コンピュー,ブラウン,スーパー,ピンポイ,バタフラ,トンタッ
1,2,3,1,2,13,1,1,6,2,1,1,5,1,2,7,8,1,1,6,4,3,1,4,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,5,1,2,2,1,1,13,1,2,2,1,2,1,2,1,3,1
