ワンピー,カップル,スカウト,チンピラ,ツンデレ,ムシャクシャ,ジャンパー,グルマザ,ハードボ,カランカラ,カーペッ,シゲモリ,ペットボ,スーパー,スクリーン
1,4,4,21,2,1,1,1,1,1,1,1,4,8,1
