カーボー,ガタゴト,カップル,ルンスタ,コンクリ,エンジン,カーンカー,ピーカー,コンビー,パチクリ,ゴーンゴー,ポロリポロ,ハッピー,コンピー,コッボコ,バシャバシ,ズキンズキ,クスシー,キーワー,ハッキリ,クンビク,ベリスク,テラピー,ペットボ,キージャン,グスカー,メソポタ
1,2,53,4,3,9,1,1,6,1,1,1,3,1,1,1,2,4,1,1,1,1,1,1,1,1,1
