ワンピー,キーボー,ワンシー,コンクリ,エンジン,ピーカー,リンスポ,コンクー,カップラ,クリスタ,キングサ,カラシナ,グーグル,シーリン,ブラジャー,ワーコン,ガチャガチ,スタグラ,パンピー,ドシンドシ,シャンプー,ブラウン,スーパー,スクリーン
5,1,1,1,3,8,1,1,8,1,1,1,1,1,1,6,2,1,1,1,3,1,1,1
