ガービー,クッキン,ピーカー,オンスラ,キンスー,ピリオド,ハードス,マジシャン,プラシー,グーグル,トンクラ,キングス,メキシコ,テラコッ,ジャーキー,スクリーン
1,1,1,1,17,1,1,4,2,1,1,1,2,1,1,2
