クッキー,キーボー,カップル,バンパー,コンパク,チンピラ,コンクリ,ジーパン,エンジン,ピーカー,チリビー,ジャンパー,ピッキン,タックル,ガチャガチ,コットン,キーワー,ハッキリ,オンボロ,シャンプー,ジャンバラ,ヒーカッ,パーカー,コンピュー,パンプス,スーパー
1,3,1,1,1,1,1,2,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
