ガタビシ,コンクリ,エンジン,ポロンポロ,ブルパン,ガサゴソ,ジャンパー,カチコチ,ハッキリ,スーツケ,ペットボ,パンプス
1,1,1,1,1,1,1,1,1,7,1,2
