カップル,デンゴー,スパワー,ポンコツ,ピチチチ,トロベリ,ツーカー,ザースタ,ガサゴソ,バシャバシ,ビシバシ,シーズン,コントロ,パシャパシ,ヒーカッ,ズタボロ,スーパー,ブーメラ
3,16,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1
