カップル,ドタバッタ,トンガリ,ジューシー,デカブツ,ボンクラ,カーペッ,ガチャガチ,ドタバタ,ブラクネ,ヒュースー,ハッキリ,クンビク,ドカウン
2,1,1,1,1,1,1,1,1,39,1,1,1,1
